	0
95533	13.497304537935793
100573	68.80498883348808
47410	83.43949552617211
62771	29.406681858127847
126262	59.802046590655365
136585	153.44969989068778
31032	77.66267458485814
88970	56.032718934095385
89406	62.69631491055756
98625	34.49490243857945
73730	85.55442077509959
37757	199.60027749707965
22856	32.07486813450129
86346	71.15790368162317
135499	118.4150847817792
79180	32.129929768464734
36578	90.42188992588402
5454	107.66933753170888
4432	213.66500591391141
111955	34.49490243857945
18773	444.3496442967841
93528	60.25001729940143
15935	91.6017690946934
31067	65.00019772438621
48698	35.60048202599614
75103	53.25221411849681
84321	64.5346310443625
8546	94.49350795010915
51555	71.16133941491589
141995	249.2278665671476
31078	60.87830337010368
114748	26.16268826122804
44825	25.63711648476488
18796	104.76741658015406
49520	21.46490165184374
88441	55.53997212388559
106875	34.49490243857945
20862	723.7743603446982
51093	56.260570314907056
139649	46.745438683555925
127363	53.31854549380197
98760	68.33254593204211
137622	148.81977522895482
141548	320.69479734190037
93578	13.497304537935793
80268	43.002881903000095
102798	53.664351137858105
27023	78.30516375997215
78225	24.17788662224347
42454	51.96024003855756
100758	23.746189389466732
138647	33.97309691160297
96664	147.09235754103364
12697	129.12150404413677
84378	55.91072868277489
142063	62.32725157807457
141303	34.58676080732858
6559	69.20925940835879
102817	45.99320325143927
97698	53.41933230421475
4516	226.59585453385483
29766	60.434280231881274
4518	55.985919729849556
122280	25.034217719459726
3501	39.59387757052725
31152	13.497304537935793
61873	48.68758526619075
96690	47.82548405046143
78261	122.95901721824052
120246	74.63512993782035
64951	172.68616719207918
101626	30.787194307135923
64927	68.40842097657162
138687	33.997383785842985
32982	13.497304537935793
48579	32.88866393104405
46532	68.10665910380918
41415	24.459013139187924
16840	128.83980476592205
51660	29.54341578613963
77218	32.129929768464734
92623	63.70732902320603
3537	22.576896757548624
102866	27.413398988434995
137683	28.828683309450444
39380	50.08458308626292
102870	13.497304537935793
141732	103.7343562236975
100195	47.929989804506015
138716	60.25001729940143
43258	29.41023199113209
28126	48.93806791809313
121253	45.70641281657962
1504	77.42509955814675
41441	58.811606937142514
68066	53.93451359486331
42470	95.09516297478395
62953	21.46490165184374
41453	40.43010357760714
29437	32.181200766220385
5617	29.32601835434076
138738	161.70225911055616
34387	37.951593740377135
39412	61.72192172540006
18933	1040.017438798727
93922	16.87163067241974
39418	30.877080478375817
65791	32.91453929088108
56830	64.28104799576903
49561	54.75695585606087
140801	54.23015327777175
112131	29.54341578613963
5637	502.3417421514106
44289	42.72852747460814
8712	32.0463956059561
12067	66.65650286038868
21006	47.82548405046143
17935	1198.3089447864827
32273	33.27800859912429
108619	50.10758981554855
123412	26.831127064804676
53783	60.137987438823124
112153	33.790637031238774
16926	106.5323269850557
48901	43.002881903000095
106928	44.64554021686144
75301	56.0135279974654
54823	32.07486813450129
46632	78.48607274036185
81330	13.497304537935793
130606	32.129929768464734
98863	32.89358625522022
49712	38.115814047083056
37425	80.2317696169952
109106	52.822616009665225
119348	36.35330314290307
50743	32.0463956059561
94776	37.81368318262999
28217	35.15847013655315
51770	48.344527910074056
36412	105.49311608043693
44810	44.59152164292236
7742	96.52426621651132
112191	69.02474106729544
75328	35.83584402608788
12192	135.0754249259499
26182	51.00965015503462
100940	777.5920913783456
115278	34.49490243857945
137195	56.065076215472246
116307	58.49714382711664
115284	71.87935822216394
2646	66.18344675985153
74681	84.28906052766783
38493	127.2232963220702
3123	279.77387146097425
16995	42.83028871864106
88676	65.39434416275981
24337	39.26564495349276
63082	38.26038724036914
27244	43.684348608424585
32366	32.39244988439064
93808	22.495507563226326
17011	572.1873182310484
2676	32.91453929088108
24181	35.3854862564486
34423	94.15973534113324
78612	41.99209680654836
27260	31.041966397143778
4714	77.4958315252471
87678	22.77095624422628
52864	64.34738791387943
20098	260.4654835633385
46724	49.493611141102335
25196	83.61966872294003
122507	25.63711648476488
30348	13.497304537935793
26253	82.04291959019628
19086	689.2219600063496
98959	13.497304537935793
94864	239.68650826686286
93843	109.79029875348745
14718	46.020517392156215
73367	108.96532307463474
30360	65.00019772438621
81562	64.10100182580744
74397	65.65286605192277
65182	251.73343423434733
96928	13.497304537935793
78497	38.153839266160084
88849	22.887513575713633
94150	13.497304537935793
46762	24.17788662224347
81579	13.497304537935793
88753	28.46369530528285
76468	36.019009940715705
43806	40.296477703739114
117524	78.93929998313082
19127	42.72852747460814
81594	45.99320325143927
95934	131.58663407231282
121538	32.0463956059561
23238	47.82548405046143
137930	221.62974816787295
86598	32.07486813450129
48589	218.22934022436186
8915	166.72536178646735
25300	47.049285549714014
61143	41.31020111572166
42712	29.41023199113209
110300	34.49490243857945
74461	33.75634218894424
62321	30.44646507898674
111328	31.206032871323703
78562	29.19367131361804
99046	13.497304537935793
78567	31.721629080002756
97002	85.88479314201226
76813	23.634732628911703
94674	43.941843087216036
94959	127.31821985903662
107134	34.49490243857945
15094	42.55817012308153
51959	31.95891035522645
116180	52.33614318599058
98261	178.41112302254504
35579	113.75412616276576
135933	141.29514135322114
114430	28.442979314505028
93951	16.87163067241974
17152	280.4137468892866
19204	39.882247672801796
74501	24.17788662224347
18561	365.21898839975313
31498	112.85250823005275
28432	23.634732628911703
45841	99.97973179314228
50964	103.67915413700581
102166	30.787194307135923
63255	35.83584402608788
18052	115.76632150033028
5935	95.26016970063485
136154	55.84023707853901
49950	30.45000708569723
38174	107.43124664249373
31523	52.484975410346536
29478	82.17884842842747
100135	385.02362600469735
97064	24.833573117715023
48938	51.17807847429084
139051	492.74171117526834
24134	41.14450645215346
111069	15.336742672191324
137010	19.683892162575862
63795	50.287866475950395
20958	50.43090169830059
80521	45.99320325143927
99128	30.22235827780434
31545	30.787194307135923
59194	59.2583214139858
95035	62.57460612104433
142142	25.561237786985544
32625	150.9368099496735
10048	25.63711648476488
101185	50.9781056089861
137026	84.30090956980561
56132	75.02031828378736
87966	26.16268826122804
34444	99.47700682495977
17226	230.75018071849837
137015	119.03263643295168
115533	32.129929768464734
141134	68.7693493632812
9042	23.634732628911703
47956	42.92133778540279
18262	106.91565093914767
105304	31.041966397143778
46937	75.15530868139922
130907	52.07117285647623
98145	82.13475217313936
51003	119.54428938222068
93029	30.787194307135923
38759	133.17897686346234
2921	81.12537102990866
50026	36.35330314290307
83822	117.69363909437166
26479	38.970180028918165
71536	15.336742672191324
125809	41.38928852952504
89235	25.63711648476488
46964	123.04309599855706
44009	64.98278911257492
37754	100.76524937581091
79739	43.717246561021135
6013	119.3553997760041
85886	33.97862159356348
76671	45.02376242589463
92032	25.561237786985544
49027	185.14081272950352
17284	220.9582309327853
141190	27.59592195086356
70535	29.54341578613963
41866	63.40686392548006
29579	149.76305283049922
31042	53.480143320091955
100380	64.56729010605906
96144	196.6248389180969
45973	72.56484705899017
139158	54.23015327777175
153	32.0463956059561
37784	35.75166143072182
29593	13.497304537935793
112541	24.122398176332247
96158	26.81721033066743
60793	21.46490165184374
62368	32.0463956059561
9121	155.40104845899324
6032	752.0396455045823
83400	26.16268826122804
141223	49.42549470283478
107434	75.46029309555284
90027	47.79989167700353
84466	27.67398531869883
117405	34.49490243857945
18352	1187.1919892369142
18617	465.39244604588805
35315	81.30332288578443
94132	18.50653616160144
110517	26.831127064804676
9142	146.94437702954932
73656	21.46490165184374
94708	63.70314525749413
31675	35.75690117276883
48061	0.0
19394	112.46320621347363
29637	13.497304537935793
131014	177.96010653219787
99271	46.745438683555925
138187	23.634732628911703
129999	32.0463956059561
49108	31.041966397143778
24910	122.73117511563959
100246	38.989673467544954
73687	74.48309981963163
63449	41.43696579964058
25947	86.66693029918163
110556	34.49490243857945
10746	72.87375893914441
37541	82.85305611853303
122852	73.05187672561567
37863	119.75596834530609
110569	26.831127064804676
76967	42.92133778540279
2898	123.12206401839445
65519	49.821874271953796
64990	27.413398988434995
6129	308.1795044106112
103411	90.85904770112074
100342	13.497304537935793
99497	28.828683309450444
93176	69.78152424798743
65529	106.88815777589318
138922	45.02376242589463
20479	21.46490165184374
